ID,TARGET,TEXT,STANCE
175,IphoneSE,iPhone SE 是一部定位及其精准的手机，目标人群就是那些喜欢 iOS 系统和小尺寸手机的消费者，不得不说库克还是很会做生意的。让尽可能多的用户进入 Apple 的产品生态中去，这也是 Apple 一贯的做法。iPhone SE 是一部定位及其精准的手机，目标人群就是那些喜欢 iOS 系统和小尺寸手机的消费者，不得不说库克还是很会做生意的。让尽可能多的用户进入 Apple 的产品生态中去，这也是 Apple 一贯的做法。,FAVOR
176,IphoneSE,IPhone6s和iphoneSE傻傻分不清楚,AGAINST
177,IphoneSE,外观有些失望，除了颜色很难区分5s与se，不过配置还是可喜的，当个备用机好不错，比一些廉价的安卓机好一些,NONE
178,IphoneSE,是说新的iPhoneSE性能和6S一样强大 像素高 但是价钱才只有6S得一半儿 是吗？,NONE
179,IphoneSE,功能是6S的，外观又是5S的。我用6，就换了5Se,FAVOR
180,IphoneSE,虽然苹果官方说，iPhone SE不会步5C的后尘。但我觉得现在16G的内存根本不够用，可他们还在出16G的手机，为啥出32G的那么难？标配虽说三千多，那顶配的不就4K起步了！其实，它并不便宜！,AGAINST
181,IphoneSE,iPhoneSE 价格良心，年轻人的第一台iPhone。,FAVOR
182,IphoneSE,iPhone SE售价：16GB 399美元，约合人民币2586元；64GB 499美元，约合人民币3235元。3月24日开始预定，3月31日就开始销售， 决定入手一个，毕竟真的不喜欢大屏手机。 不管苹果多好，没中间的都是浮云。,FAVOR
183,IphoneSE,到底要不要入iPhone SE？？？5s的外观6s的配置很吸引我啊,FAVOR
184,IphoneSE,呵呵 ，这个手机，说白了就是苹果公司IPHONE5（S）的零件还有库存，换上6的芯片来找冤大头了，不信各位可以把这个手机和上一代苹果手机的参数对比一下你就知道，看了评论和网上商城的一些评论就知道，很多买这款手机的人以前用的都是5或者5S，几乎没有以前买大屏手机的用户来买这个手机，这说明了什么？很明显该手机就是用来迎合那些舍不得花钱买6而又想继续装苹果B的人。,AGAINST
185,IphoneSE,iPhonese还不错还有玫瑰金,FAVOR
186,IphoneSE,今天去苹果店试玩，觉得iPhoneSE真的很鸡肋,AGAINST
187,IphoneSE,Phone SE价格挺便宜399美金换国航也就3288，但是外观跟5S一样，不知道是不是5S回收的,AGAINST
188,IphoneSE,手机这东西除了打电话其实每个人的用途都不一样，大部分的人还不会用手机办公，所以大屏幕对大部分老百姓也没必要的。,FAVOR
189,IphoneSE,用惯了小屏的iPhone5，又不想换成大屏幕的6S，现在有了美比5S，智如6S的iPhoneSE出现了，还有京东以旧换新大政策，怪不得三十多万人已经在京东预约购买了SE，你不准备加一个？,FAVOR
190,IphoneSE,iPhone se这样的价格，简直是福利,FAVOR
191,IphoneSE,苹果2016春季发布会iPhone SE和6s一样的配置，和5s一样的外观，史上最便宜的iPhone，我这5s是不是可以得瑟冒充一把了。 ,FAVOR
192,IphoneSE,这条评论来自单手打字的SE,FAVOR
193,IphoneSE,iPhone SE出来的时候一帮人吐槽着我靠这不就是5s么一边又高喊情怀买买买。另外一边，威索尼可，作为国产音频厂商的龙头老大，也再次踏上了旧瓶装新酒的路子，继几个月前VSD3系列更新之后，VSD5系列更新到了NEW VSD5S，那NEW到底NEW在哪呢？,AGAINST
194,IphoneSE,一直很喜欢苹果的设计，不管是我外观还是界面，一直用的iPhone6，单手操作有点困难，导致摔了很多次，在这里必须说，虽然苹果砸不了核桃，但是质量没网传那么差，现在6依然是新新的，这次SE出来，24号毫不犹豫的在官网订购了，4月5号到手，16G玫瑰金，用作备用机，续航什么的都很好特别的后置拍照，必须给力，没有出现电源键松动和黄屏现象,FAVOR
195,IphoneSE,我觉得se挺好啊 为什么会有人说大屏换小屏是不可能的 我就喜欢小屏啊 也只有苹果敢把屏幕往小了做 坐等了,FAVOR
196,IphoneSE,居然还想要一个iphonese！我只是图新鲜喜欢新手机的感觉而已,NONE
197,IphoneSE,两年以后收回去翻新翻新 iPhoneSEs就发布了,AGAINST
198,IphoneSE,True Tone Flash 双色温闪光灯 …这个功能是在拍摄前计算场景色温，避免单一色温闪光输出造成的肤色惨白…据说iPhone SE的Touch ID并非最新的Touch ID第二代技术(6s炫酷的3D Touch)，而仍然采用了iPhone 5s时期的初代指纹识别技术。但本质上，它就是一个小型的6s。,NONE
199,IphoneSE,iphonese真觉得是时代倒退的产品…,AGAINST
200,IphoneSE,好久没有体验到发工资带来的乐趣了，到账后立刻买了iPhoneSE，玫瑰金唯一不足西湖店和万象城店都没玫瑰金…有时候做个月光族也蛮好的，发工资了开心～,FAVOR
201,IphoneSE,这次苹果，比起iphone，9.7寸ipad pro更深得我心，终于有小屏可以用Apple Pencil了，感动！买买买。对比下来SE性价比超高，有想法 ，夏天女生适合拿小手机，用惯plus，4寸需要适应，就便携性来说完胜，鉴于S系列更好些，等7S还得两年，不如先入SE玩。卧槽，突然之间把自己安利说服了 ,FAVOR
202,IphoneSE,不能只看6g，4g，这内存成本并不高，一些厂家只是为了显示其配置高而已。关键在用户体验！很多厂家只知道堆硬件，也只会堆硬件，所谓高配低价或适中价，以此来博取眼球。,NONE
203,IphoneSE,2016年开春以来，手机搞机圈好不热闹，小屏回暖引发人们激烈讨论，特别是iPhone 6s和6s Plus遇冷以来，人们把原因简单地归结到库克名下，因为库克违背了乔布斯所定义的4英寸小屏手机的操作体验才是最优秀的这么一种理念。,NONE
204,IphoneSE,最近刚买的se 打电话的时候有电流的“滋滋”声，第二天去实体店准备换一个，结果拿他们那边一检测却成了没问题，到今天还是影响了我正常打电话，却没有店家出面解决这个问题，是产品缺陷抑或是其它，暂时不会妄下结论，但是，的确是买了一个有问题不给换掉的手机，对苹果很失望。,AGAINST
205,IphoneSE,买了，两个手机卡，一个se一个6，打字的话，se有时候真是会按错，毕竟手指太粗。。。其他都挺好,NONE
206,IphoneSE,上个月28号在官网订的iphone SE ，昨天到的货足足等了半个多月，今天就变成这样了[怒][怒]！我现在要怎么办？！请给我一个合理的解释！！,AGAINST
207,IphoneSE,室友昨天到手的iPhone5se玫瑰金 就在刚刚疯着玩的时候 从二楼大概五米高的地方摔下去…结果……竟然毫发无伤！！！！！！！敢问苹果公司是和诺基亚合作了吗？@全球iPhone官网 现在都还心跳的不行,FAVOR
208,IphoneSE,有时候一顿一顿的 不是很流畅,AGAINST
209,IphoneSE,闭口不提电池和续航，看样子这方面比较悲观啊~有这钱买外观一点没变的SE，还是加点钱首选三星S7edge吧…苹果没了乔老爷这是药丸的节奏，强弩之末啊,AGAINST
210,IphoneSE,讲真的，iPhone SE的玫瑰金版真心好看，比6s的玫瑰金版好看多，至少第一眼看上去不那么土了。但手感一定是6s好，SE根本不是一个档次的。,FAVOR
211,IphoneSE,手机手机肯定是一只手就能操作的要不还叫手机干嘛，别说5寸以上，就是4寸往上我都觉得大。,FAVOR
212,IphoneSE,关于苹果se：小屏大世界。苹果梦做得很好，想做个细分的小市场，无缝衔接。但以我看来，在我们普遍爱好虚荣的国度里，这款手机占不到便宜。比如，一个新的se给你换iphone6？你换不？我反正不换。苹果作为显摆之物，你却要满足我的生理需求，爱不起来。,AGAINST
213,IphoneSE,今天开始，苹果全新4英寸iPhone SE、9.7寸iPad Pro正式在国内预约，3月31日正式开卖，国行价格16GB 3288元、64GB 4088元。今天，在工信部发现，iPhone SE已经通过了工信部入网许可，也就意味着在国内开卖扫清了最后一条障碍。,NONE
214,IphoneSE,纵观当下智能手机市场，能说得出口的 5 英寸以下的旗舰产品已然不多了。苹果公司将在本月中下旬推出 4 英寸新品 iPhone SE，外媒给出了最接近成品的渲染图。白带不异常，经典三段式，覆盖 2.5D 玻璃，整体轮廓变得更加圆润。传闻售价 3688 元起。,NONE
215,IphoneSE,性价比越来越低~1G的价格4000＋ 3200 这个价格绝对可以参考6S，不是经典款就可以翻新一下继续出来骗钱，IPHONE在走回头路？？下一部是不是要回归4S机型了几年乔布斯？,AGAINST
216,IphoneSE,体验了会iPhone SE 大概是目前运行最快性能最强的iPhone 上手第一感觉全键盘输入稍显不适应 喜欢小屏的不容错过,FAVOR
217,IphoneSE,苹果最大的优点是怎么用怎么折腾都流畅不会卡，这点真的是很难做到的，安卓你试一下狂用狂折腾看看会不会卡，呵呵,FAVOR
218,IphoneSE,据说美国认为iPhone se是为中国人定制的。因为中国喜爱苹果，又买不起。所以便宜的iphone se会大行其道。我说这误解了中国人，即使工资2000也会咬牙买个6P，不会买个小屏的iphone se明摆着告诉大家他穷。要选价廉物美的，中兴华为小米，中国有太多选择。se连小偷也不偷，买苹果不买贵的，买来有卵用？,NONE
219,IphoneSE,就是爱4寸，上手良好屏幕无异常。,FAVOR
220,IphoneSE,大小方便携带，屏幕尺寸对我来说也够用，反正主要不是用来看视频的。而且我不太喜欢6以后的圆弧屏幕设计。个人觉得IOS系统比安卓好用。后置1200W像素，能拍4K视频，关键是A9芯片 2G内存，这几点吸引我。,FAVOR
221,IphoneSE,我也想要见识到很不一样的苹果手机了,NONE
222,IphoneSE,特别喜欢苹果5S 方方正正，金属倒角！ 但是5S落伍了！特别可以！ 但是没想到发布了这款SE！那必须买,FAVOR
223,IphoneSE,iPhone SE…把6s的功能搬到了5s的壳子里…,AGAINST
224,IphoneSE,毫无吸引力,AGAINST
225,IphoneSE,对iPhone se有点心动了，价格可以忍，指纹解锁可以忍，就是不知道四寸屏幕能不能忍啊,NONE
226,IphoneSE,SE这么小屏的手机加上只有1136 x 640 分辨率，几乎所有游戏，地图导航，高清视频 都用不了或者看不清，买回去只能当作纪念和当摆设 根本不实用 完完全全的累赘,AGAINST
227,IphoneSE,iphone se 简直完美，有了pad后越来越不喜欢大屏手机了，简直累赘，还是小屏更顺手,FAVOR
228,IphoneSE,我觉得挺好啊，我决定了，就买一个…5s吧！,FAVOR
229,IphoneSE,喜欢屏幕小的苹果可以买，但是我不喜欢苹果的系统，真的不适合操作，想要后台的时候没后台。，不想要后台的时候一直都有后台，清理后台都累死了，价格被炒的太高了。等降价了可以考虑下。，,AGAINST
230,IphoneSE,果然有iPhone SE果然有中国的因素 果然是6s的配置 一点新意都没有……,AGAINST
231,IphoneSE,PhoneSE中国预订突破340万 土豪金受追捧,FAVOR
232,IphoneSE,不出意外，苹果iOS9.3正式版将在北京时间3月22日凌晨一点发布会结束后正式放出，并作为iPhoneSE、9.7英寸版iPad Pro的默认系统一起搭载上市。,NONE
233,IphoneSE,iPhoneSE 不就是另一款iPhone5c嘛？低端机而已,AGAINST
234,IphoneSE,我嫌弃凸出的摄像头，所以比较喜欢5S和SE,FAVOR
235,IphoneSE,iPhone SE随手拍 不做过多要求吧……也还不错  就是炫光感人,FAVOR
236,IphoneSE,iPhoneSE 感觉没有想入手的想发了,AGAINST
237,IphoneSE,不说别的，就冲苹果的流畅度，也足够秒杀一堆国产机了吧,FAVOR
238,IphoneSE,这个什么iPhonese感觉就是来骗钱的，3000多为什么还叫便宜，还不如华为手机了，3000多国产手机都很高端了！,AGAINST
239,IphoneSE,哈哈哈哈哈哈iPhoneSE 为什么和5s一个样啊,AGAINST
240,IphoneSE,如果苹果只是一个小牌子，我想不会有这么多人关心吧，再多的吐槽，你也不得不承认他是一部很好用的手机,FAVOR
241,IphoneSE,突然意识到一件事，今年的iphone是SE的话我是不是要至少明年才能换手机了 ……用惯plus之后无法面对小屏啊。,AGAINST
242,IphoneSE,昨天晚上去买手机，旁边的妹子也买手机，我买了酷派，她买了iPhone SE，然后在我旁边各种显摆，各种挑衅，出门后，她上了电动车，我上了奥迪。,NONE
243,IphoneSE,网上都在编挖苦iphoneSE的段子，可我认为看起来也并不差劲，尤其是在数据的安全性方面，安卓完全无法和IOS比，在软件和硬件短时间内不会被轻易淘汰的情况下，还是一个比较不错的选择。,FAVOR
244,IphoneSE,iphoneSE和6s拿到手里感觉重量差不多重，但屏幕用起来有点感觉不习惯了。,AGAINST
245,IphoneSE,屏幕4.0单手易操作，方便携带，分辨率清晰。,FAVOR
246,IphoneSE,iPhoneSE就是为了清库存的,AGAINST
247,IphoneSE,iPhone SE哈哈哈 和6s一样的配置，和5s一样的外观，史上最便宜的iPhone，可以可以 这下放心了，6s用户哭晕，5s再战两年   睡觉睡觉，可以不用看了,FAVOR
248,IphoneSE,蹦蹦跳跳一星期，一顿火锅就回去，拉稀拉的肚子疼，睡不着还玩手机。体重下的有点快，4斤说没就没了。100，距离95还有一顶距离。现在矛盾了，如果很快达到95，iPhonese是买还是不买,NONE
249,IphoneSE,目测售价2888的iPhone SE，5s的外观，6s的硬件配置，这是要逼疯多少中端机啊！！！,NONE
250,IphoneSE,个人觉得，iPhone SE看得上眼的功能，也就是有NFC了…,AGAINST
251,IphoneSE,昨天体验了一下iphoneSE，真不咋地，打开记录本竟然卡死……,AGAINST
252,IphoneSE,为了小屏，决定转阵营买iPhone se,FAVOR
253,IphoneSE,外观怎么看都顺眼,FAVOR
254,IphoneSE,配备A9+M9的iPhoneSE感觉外观太没诚意了……,AGAINST
255,IphoneSE,没有黄屏home键也没有松动,FAVOR
256,IphoneSE,有人说研发成本，肾四肾六研发高我认了，比前代突破大点，SE这个披着肾五皮肤的肾六还研发费用？设计和部件都是现成的,AGAINST
257,IphoneSE,室友说丹丹你不觉得iphoneSE就是为你量身定做的吗你手机卡成这样去换了吧，我觉得说的很有道理 这一款的大小确实是我心头爱。可是我没钱可是我没钱可是我没钱 我得考虑一下去做家教了 生活怎么这么艰难 手机真的很卡。。。卡。。啊。啊啊,NONE
258,IphoneSE,单手操作挺好的 谁说手机非要大屏的 少放屁啦,FAVOR
259,IphoneSE,性价比低的可怜，三千多买个一线安卓品牌都比它强百倍。,AGAINST
260,IphoneSE,索尼的外观，我觉得缺点就是棱角太过于锋利了。,FAVOR
261,IphoneSE,要到下次发布会外观才会有变化，iphone5s价格降低了，嫌贵可以买5s，5s过不了几天就会停产的。在这段时间可以考虑一下。,NONE
262,IphoneSE,国内应该在3000左右……可是这个价格上，有好多做的不错的国产手机，说实话如没有别的理由，比如比较钟爱苹果之类的，可能更多人愿意看国产机吧,AGAINST
263,IphoneSE,功能与6S差不多，6S有的基本这款SE都有，屏幕尺寸个人喜欢吧，我认为是单手操作的最佳比例。,FAVOR
264,IphoneSE,因为都是库存芯片啊……人家拆解了都发现内存颗粒和soc芯片实际上是去年六月八月生产的，那时候恰好是哪部手机发布之前几个月呢……,AGAINST
265,IphoneSE,价格高没人买 印度iPhone SE备货少得可怜：看看我们中国市场，光是初期预订就突破 350 万台了。,NONE
266,IphoneSE,说句实话，没用过大屏的老说小屏怎么怎么好，当你用过大屏再拿起小屏，真有那种想立马扔掉小屏的冲动！,AGAINST
267,IphoneSE,作为一个小屏党，iPhone SE真的诱惑我。但是，作为一个男人，我觉得我的肾更重要,NONE
268,IphoneSE,从曝光的信息来看，4英寸的iPhone新机不仅颜值很高，重要的是性价比较为突出，价格方面预计会在4000元左右。有调查显示，有41.6%的网友表示4英寸的iPhone很适合单手操控，必须鼎力支持；还有30.7%的网友表示，如何4英寸iPhone的价格和配置都相对合理的话就会考虑。,FAVOR
269,IphoneSE,让我这种喜欢灰色的怎么买！喜欢4英寸，但是这外观额。。。399美元好便宜。大家会买吗？,NONE
270,IphoneSE,台湾产业链给出的内幕显示，iPhone SE虽然只是一个小众产品，目前订单量在300万左右，虽然量不多，但卖的都非常快，这也让供应商几乎没有零部件库存压力，也在一定程度上冲击了小米、华为等国产手机厂商。,NONE
271,IphoneSE,携带方便，大小合适，，单手操作，特别开车难免看看手机，se很好的解决了！,FAVOR
272,IphoneSE,iPhoneSE貌似摄像头不外突了，普天同庆,FAVOR
273,IphoneSE,iPhone6丢了，换了iPhone SE，之前手机里的照片怎么能找回来啊：（，开了一下照片流同步，结果就同步了几张在摩洛哥的照片，其他都没了呀,NONE
274,IphoneSE,总的来说，iphone SE对比5s的优点：玫瑰金，Apple Pay，更快的4g速度（体验不出），更高像素摄像头。所以买SE体验提升最大的是iphone 5的用户。,FAVOR
275,IphoneSE,配置，Apple Pay，LivePhoto，流畅度。满意。外观，握感，一般（上一步是5S），无缝切换放佛没有换手机。电池续航，惊喜。,FAVOR
276,IphoneSE,昨天去了广州天河城数码，也就是广州卖手机最大的市场，我进专卖店问店员，有没有客人买到黄屏的？店员说不知道，至今没有开过，天啦，16g都没有一台卖掉，这个市场多差,AGAINST
277,IphoneSE,还Iphone5SE……咋，库克这是去卡普空进修了？以后是不是还有各色mod、外壳dlc啊？ 再来个season pass……过两年再来个经典高清重制版（提高配置）……再过两年来个重制合集，包含123456啥的……能不能行了……,AGAINST
278,IphoneSE,我也把6给了妈妈用，自己定了一台se,FAVOR
279,IphoneSE,北京时间3月22日凌晨1点苹果春季新品发布会上发布了兩款＂小身材，大能量＂的新品：4英寸屏的iPhone SE，9.7英寸的iPad Pro。前者3288元起，堪称史上便宜的iPhone；后者4388元起，iPad Air2的大小享受iPad Pro的感觉。小屏时代似乎真的在招手了！,NONE
280,IphoneSE,iPhone SE上市了，令我失望，为什么看起来重视客户体验的苹果没有勇气在中国发布一款双卡双待全网通手机。中国市场这么大，库克看到了钱景，却看不到我们的需求，这样的烂苹果像极了当初的诺基亚。,AGAINST
281,IphoneSE,相信我，小屏手机只是一个嚷嚷罢了。我们要的是比较大的屏幕和较小的手机尺寸便于携带握持。就是所谓的屏占比。如果iphone5s或者se有一个4.7或者5寸的屏幕，那就真的完美了。希望手机厂商能够长点脑子。,AGAINST
282,IphoneSE,已用两周，满意，尤其电池续航！,FAVOR
283,IphoneSE,东西是挺好其实 但是你tm要提前做好保密啊！！俩月前就被曝光了 开发布会还有何意义,NONE
284,IphoneSE,自从2007年iPhone问世以来，手机屏幕变得越来越大。北京时间3月22日周二凌晨1点，苹果将召开发布会，CEO库克预计会推出新款小号iPhone，库克的举动无疑是反潮流的；一些用户不喜欢大屏设备，苹果希望新iPhone可以引诱他们升级。,NONE
285,IphoneSE,迄今我最喜欢的iPhone还是5s，4寸才是拿在手里最舒服的尺寸，这本来是大量数据采集得出的结果，被三星的大屏逼的没办法才出了大屏，回归4寸是尊重人体工学的做法，别跟着安卓比大小了，他们还整天比内存和Core呢，苹果不需要参与以弥补缺陷为目的的比拼。如果6se是4寸，我就买。,FAVOR
286,IphoneSE,在清明假期时我带着 iPhone SE 出游，因为身上带的东西有点多，所以留给我操作手机的手只有一只，当时我才真切感受到了 4 寸小屏的「美好」，屏幕上每一个角落我都能通过拇指去触碰。,AGAINST
287,IphoneSE,苹果iPhone SE蚕食了不少当地品牌的市场份额,NONE
288,IphoneSE,喜欢小屏幕的人，价格真是给力,FAVOR
289,IphoneSE,最新款iphone SE ！！！16g粉3210、16g金3300、16g白3310、64g粉4020、64g金4080、64g白4220、64g灰4150。,NONE
290,IphoneSE,iPhone SE真不错，备胎首选,FAVOR
291,IphoneSE,各有所好，喜欢小屏手机的支持一个,FAVOR
292,IphoneSE,iPhone SE是什么鬼，和iPhone5S长得一样还贵那么多，装逼都不好用。又是一个短命手机，我赌五毛。,AGAINST
293,IphoneSE,本来就是废物利用，不出故障真对不起这些用剩的硬件了,AGAINST
294,IphoneSE,国内售价估计3000出头，国产手机难熬了，魅族华为蓝绿厂等一开始就布局高端未雨绸缪，联想有摩托罗拉撑住，锤子定价一向比较高，小米就悲剧了，去年才开始布局高端,NONE
295,IphoneSE,没出现黄屏，指纹解锁个人认为很快，尺寸对于手小的人来说正好，很小巧。总之没感觉买错。每个人的看法不一，别一杆子打死了……,FAVOR
296,IphoneSE,最为熟悉的陌生人 iPhone SE华丽正式开箱：虽然在外观上几乎和 iPhone 5s 一致，但作为史上配置最强大的 4 英寸 iPhone，iPhone SE 还是值得“小屏 iPhone 爱好者”的等待。,NONE
297,IphoneSE,一堆说不如5s的…… 升级了性能，相机，指纹识别没看到吗 和6s同样的性能，还比6s便宜 不得不说都是只看外表的……,FAVOR
298,IphoneSE,4英寸新机发布？iPhone 5s也许才是大赢家：不知道这一次，苹果能不能让小屏手机重新火起来？,NONE
299,IphoneSE,我的略黄，和6一比就看出来了,AGAINST
300,IphoneSE,iPhone SE在上海热销，连续几天来各大专卖店均货到即告售罄。此前iPhone SE在美国并不火热，首发周末总销量远低于其他型号。有业内人士称，iPhone SE在上海连续多日“一机难求”，“是备货不足，也不排除是一场饥饿营销。,NONE
301,IphoneSE,一：1200万像素，苹果手机拍照清晰，是安卓无法比拟的。二：续航能力大大提升，比我之前的苹果6电池耐用很多，中度使用一天完全没问题。三：屏幕大小正合适，我喜欢小屏幕的，太大单手操作不方便。四：和6s 一样的A9处理器M9协调处理器，性能强悍。五：2G的运行内存，运行流畅，用三年就算系统更新也不会卡，硬件跟得上。六：A9处理器，2G运行，带一个640p分辨率的屏幕，简直就是飞速！速度比苹果6s和任何iPhone都要快！(因为同样的硬件，se不带那个3d触控和分辨率较小，所以占用的处理器和运行内存比较少),FAVOR
302,IphoneSE,吓的不敢买了。我今天看了看要等2-3周才发货,AGAINST
303,IphoneSE,看完5se感觉水果今年可以歇了，对iphone7都没什么期待了。另外水果这个16G上面是64G的这个内存分级营销方式真的是反社会，反科技发展，库克几乎可以堪称业界毒瘤了。,AGAINST
304,IphoneSE,iPhone se，基本上是6s的内部，5s的外型。个人认为，成败在于两点：第一，摄像头；第二，内存。如果摄像头还是突出的或者内存还是1g的话，那我会很失望的。,NONE
305,IphoneSE,iPhone 5se又出来了，好像又要返回到小屏时代，其实不论大屏小屏，一天，最多只要一天，对于现在的低头党们来说也就习惯了,NONE
306,IphoneSE,样子挺好看，我稀饭,FAVOR
307,IphoneSE,跟之前曝光的基本一致，4寸#iPhoneSE#，配置跟6S一致，居然在这个64GB标配时代还真的出了16GB的版本2600元，苹果这是铁了心要拼三星搞低端市场了，目测国行3500起～,NONE
308,IphoneSE,便宜不了，主要面对喜欢小屏又嫌5s配置太低的人，压感屏其实在很多人眼里都是一个然并卵的功能，喜欢4寸的人真不一定需要,AGAINST
309,IphoneSE,屏幕都一样的，不存在黄不黄的问题，人家是故意把屏幕做成这个颜色、,NONE
310,IphoneSE,感觉 一般，没亮点。也就还是那样的手感好点。至于价格更不用说了。2400的卖3288，这就是中国,AGAINST
311,IphoneSE,斯坦福 Stanford 教 iOS 开发的那个白胡子先生实在是太潮了，2016 年春季的课程用 iOS 9 + Swift 不说，连讲义都配上 iPhone SE 配图了。太像是 Apple 自己在斯坦福开的课了！,NONE
312,IphoneSE,讲真，对iphoneSE很心动，但是又很期待iphone7，心塞,FAVOR
313,IphoneSE,方边不会成为历史好开心，一直觉得ip设计5s是巅峰，精致细腻严谨。,FAVOR
314,IphoneSE,很怀旧的感觉，这价格3288亲民,FAVOR
315,IphoneSE,iPhoneSE与5S外观最大区别在于后壳字样。“只要半小时就能‘变身’。”在福州大利嘉开店多年的小陈告诉记者，他做过实验，利用镭射技术，只需几十元就可以任意更改手机后壳上的字样。,NONE
316,IphoneSE,我钟爱iPhoneSE 深空灰色的设计风格，但是搁现在的我不会去买，毕竟4寸手机尺寸已经out，娱乐度不够。,AGAINST
317,IphoneSE,小屏手机便于携带和使用，但据报道华强北广用旧的5s制造SE，又听说苹果是为了处置5s库存零部件，且价格并不低，真假难辨识，放弃换手机了。,AGAINST
318,IphoneSE,"iPhoneSE各方面性能优于5s啊，也主要考虑了很多消费者比如一些中国消费者喜欢小手机的特点。感觉会大卖，16G, 399美元。",FAVOR
319,IphoneSE,日前，有网友曝光疑似苹果4英寸新iPhone包装盒，上面赫然写着iPhoneSE字样，同时16GB也意味着该机容量仍是16GB起步，支持全网通、NFC和GPS，因此该机也会支持苹果Apple Pay移动支付服务。此外，其还表示，iPhoneSE中国首发，颜色为四种，容量只有16GB和64GB。,NONE
320,IphoneSE,少人買，零售商自然少入貨，少入貨，就自然容易缺貨。又或者蘋果故意不出貨，營造大賣的景象，這是蘋果一向的技倆。,AGAINST
321,IphoneSE,代替5S的产品，可以的。,FAVOR
322,IphoneSE,非常好，我就喜欢4英寸的手机，而且运行起来也非常快，价格也还行,FAVOR
323,IphoneSE,iPhone SE看上去挺好看的,FAVOR
324,IphoneSE,看看看着眉毛就就起来了，眼累,AGAINST
325,IphoneSE,苹果在这款手机上的利润率仅有三分之一，表明苹果为了刺激淡季的手机销量，愿意牺牲一定的利润率。SE的利润率大约为35%，而6s和5s毛利率都在45%左右；显然，苹果SE的利润率明显下降。SE的物料成本和6s相比，降低了22%。可见苹果对供应链的掌控能力，利用了6s手机剩余的零部件库存，从而降低了成本。,AGAINST
326,IphoneSE,昨晚熬夜看了发布会，今天早起又看了看具体的配置。iPhone se 真的好尴尬，性能虽然和6s差不多，但是你1G运存，还能不能还好的做一个小屏旗舰呢。我感觉买se的完全就是情怀，现在我依然认为，iPhone 5s的工业设计与手感最棒没有之一！,AGAINST
327,IphoneSE,麻烦那些买了iPhoneSE的微博网友们发几张实拍图片看看，顺便说说用着感觉如何，本人打算入手一台。,NONE
328,IphoneSE,SE最突出的特点，小屏。现在的趋势是5寸以上大屏这我们都知道，不过4寸到5寸这个区间的小屏用户也肯定是有的，只是把这个小屏需求作为刚性需求的群体规模有多大不得而知。,NONE
329,IphoneSE,貌似，苹果干什么，总有一些手机厂商也跟着干什么。苹果推出小尺寸iPhone SE，一些手机厂商也和往常一样，迅速跟风。,NONE
330,IphoneSE,一个小时漫长的发布就结束啦，发布了“一小部的一大步”的4英寸iPhoneSE和 “一中部的一小步” 的9.7英寸iPadPro。没有精彩的技术革新，没有像样的设计创新，手机坏了你就买就对了，这就是那个没有了乔布斯之后的苹果商人，眼前卖更多赚更多就好，根本没必要考虑更美好的世界和将来。洗洗睡吧，晚安。,AGAINST
331,IphoneSE,5S的外观、6S的配置，这就是苹果前天凌晨仅用6分钟发完的最新一代智能手机iPhone SE。而几乎无创新的iPhone SE，打出了iPhone史上最低3288元的价格，这与正在冲击高端市场的国产品牌可谓狭路相逢。,AGAINST
332,IphoneSE,像素有所提升，电池能力比以前好很多,FAVOR
333,IphoneSE,用我自己的iPhoneSE换了一台小米5尊享加两年乐视会员。你们说值不值？,NONE
334,IphoneSE,“苹果和上游供应商可能在利用iPhone SE消耗iPhone 6s库存的零部件。而这款四寸机也普遍被认为是在iPhone 5S的机壳内部，装入了iPhone 6s的硬件配置，苹果并未重新设计一部新的四寸手机。”——去库存还能当新品卖，苹果好“机智”！但这样真的好吗？,AGAINST
335,IphoneSE,不是说显摆，你买个新手机是不是因为旧手机不想用了？然后你买一个新手机，这个新手机和旧手机又是一模一样的，有意思嘛？没有创新。,AGAINST
336,IphoneSE,这是翻新5s清理库存吧,AGAINST
337,IphoneSE,迷你版的6s谁用谁知道。与5s没法比,AGAINST
338,IphoneSE,外观好看，不错，菱角分明，硬件系统强悍，屏幕小了点。如果以此外观推出4.7屏幕的手机，那简直完美至极。,FAVOR
339,IphoneSE,短期内必然会给过去没有覆盖到的用户群体一个刺激，但是3000多这个价位始终是一个高不高低不低的尴尬区间。,AGAINST
340,IphoneSE,出现大黄屏，还想要我们心甘情愿的mai吗？！！真当我们是被洗脑的傻子啊,AGAINST
341,IphoneSE,SE的造型，我个人非常喜欢，希望将来还有se二代，小屏幕手机，拿在手里很优雅，看起来也比较扎实，5s苹果最亮的手机。,FAVOR
342,IphoneSE,听说iPhone要出小屏激动好久，结果和死难看的IP6一样外观，今天听见HTC One M7重新上市，好期待小屏机啊，要是现在还能买到MX2该有多好啊，那么好看的背壳和正面，简直是最漂亮的手机,AGAINST
343,IphoneSE,性价比不是太高哦内部硬件的更新比较好网络和5s支持的速率是一样的没有提升,AGAINST
344,IphoneSE,前所未有的一个低价，来袭,FAVOR
345,IphoneSE,phone SE 这配置…这价格…真的吧国产机秒的渣都不剩？还有什么理由不用它？因为没有情怀么？ ,FAVOR
346,IphoneSE,一开始是非常开心的，用着用着就感觉还是IPHONE6好,AGAINST
347,IphoneSE,跟极客君玩捉迷藏，送 iPhone SE 啦！,NONE
